Code,Description,Work Type,Labor Hours,FRT
10101921702,Rear Quarter Inner,Remove and Replace,24.7,24.7
10101921802,Rear Quarter Inner,Remove and Replace,24.7,24.7
10101921902,Rear Quarter Inner Gusset,Remove and Replace,25.5,25.5
10101922002,Rear Quarter Inner Gusset,Remove and Replace,25.5,25.5
10101922202,Coat Hook Clip Bracket ,Remove and Replace,0.54,0.54
10101922302,Coat Hook Clip Bracket ,Remove and Replace,0.54,0.54
10101922402,Coat Hook Clip Bracket - Mechanical ,Remove and Replace,0.0,0.0
10101922502,Coat Hook Clip Bracket - Mechanical ,Remove and Replace,0.0,0.0
10101922602,Wheelhouse Extension (Front),Remove and Replace,4.8,4.8
10101922702,Wheelhouse Extension (Front),Remove and Replace,4.8,4.8
10101923402,PANEL - DIVIDER BAR - LONG WHEELBASE - LEFT HAND,Remove and Replace,28.95,28.95
10101923502,PANEL - DIVIDER BAR - LONG WHEELBASE - RIGHT HAND,Remove and Replace,28.95,28.95
10102002502,Rear Rail (Small Section),Remove and Replace,13.0,13.0
10102002602,Rear Rail (Small Section),Remove and Replace,13.0,13.0
10102002802,Rear Panel Side Assembly,Remove and Replace,2.64,2.64
10102002902,Rear Panel Side Assembly,Remove and Replace,1.2,1.2
10102100302,REAR UNDER BODY FLOOR CROSSMEMBER E-COATED,Remove and Replace,1.38,1.38
10102100602,Rear Rail (Cast)- Left,Remove and Replace,11.95,11.95
10102100702,Rear Rail (Cast)-Right,Remove and Replace,11.95,11.95
10102100902,LOWER WING BRACKET LEFT HAND,Remove and Replace,2.22,2.22
10102101002,LOWER WING BRACKET RIGHT HAND,Remove and Replace,2.22,2.22
10102101302,Cast Rub (Replace),Remove and Replace,24.5,24.5
10102101402,Wheelhouse Inner (Front Section),Remove and Replace,29.65,29.65
10102101422,Cast Rear Under Body (1–Piece) Replacement And Paint-CN Only,Paint Work,26.2,26.2
10102101502,Wheelhouse Inner (Front Section),Remove and Replace,29.65,29.65
10102101522,Cast Rear Under Body (1–Piece) Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.7,0.7
10102101600,Rear Rail (Cast) LH Replacement And Paint - Painting-CN Only,Paint Work,0.3,0.3
10102101622,Cast Rear Under Body (1–Piece) Replacement And Paint - Painting-CN Only,Paint Work,1.0,1.0
10102101722,Rear Rail (Cast) LH Replacement And Paint-CN Only,Paint Work,11.48,11.48
10102101822,Rear Rail (Cast) LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.33,0.33
10102101922,Rear Rail (Cast) RH Replacement And Paint-CN Only,Paint Work,11.48,11.48
10102102022,Rear Rail (Cast) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.33,0.33
10102102122,Rear Rail (Cast) RH Replacement And Paint - Painting-CN Only,Paint Work,0.3,0.3
10102102202,Rear Frame Rail End Plate LH Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,7.3,7.3
10102102222,Rear Frame Rail End Plate LH Replacement And Paint-CN Only,Paint Work,7.7,7.7
10102102302,Rear Frame Rail End Plate RH Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,7.3,7.3
10102102322,Rear Frame Rail End Plate LH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.2,0.2
10102102422,Rear Frame Rail End Plate LH Replacement And Paint - Painting-CN Only,Paint Work,0.2,0.2
10102102502,Wing Bracket (Lower) RH Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,1.05,1.05
10102102522,Rear Frame Rail End Plate RH Replacement And Paint-CN Only,Paint Work,7.7,7.7
10102102602,Rear Rail (Cast) With Wheelhouse Section,Remove and Replace,14.5,14.5
10102102622,Rear Frame Rail End Plate RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.2,0.2
10102102702,Rear Rail (Cast) With Wheelhouse Section,Remove and Replace,14.5,14.5
10102102722,Rear Frame Rail End Plate RH Replacement And Paint - Painting-CN Only,Paint Work,0.2,0.2
10102102822,Wing Bracket (Lower) LH Replacement And Paint-CN Only,Paint Work,1.55,1.55
10102102902,RUB Rail Large Service Assembly ,Remove and Replace,13.3,13.3
10102102922,Wing Bracket (Lower) LH  Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.2,0.2
10102103002,RUB Rail Large Service Assembly ,Remove and Replace,13.3,13.3
10102103022,Wing Bracket (Lower) LH  Replacement And Paint - Painting-CN Only,Paint Work,0.3,0.3
10102103102,Rub Rail Small Service Assembly,Remove and Replace,10.3,10.3
10102103122,Wing Bracket (Lower) RH Replacement And Paint-CN Only,Paint Work,1.55,1.55
10102103202,Rub Rail Small Service Assembly,Remove and Replace,10.3,10.3
10102103222,Wing Bracket (Lower) RH Replacement And Paint - Sealer Spray-CN Only,Paint Work,0.2,0.2
10102103302,Wing Bracket (Lower),Remove and Replace,1.38,1.38
10102103322,Wing Bracket (Lower) RH Replacement And Paint - Painting-CN Only,Paint Work,0.3,0.3
10102103402,Wing Bracket (Lower),Remove and Replace,1.38,1.38
10102201502,Motor Cover (Small Area),Remove and Replace,1.14,1.14
10102703302,ASSEMBLY - FRONT HEADER LOWER,Remove and Replace,7.8,7.8
10102703502,PANEL - REAR HEADER UPPER,Remove and Replace,6.5,6.5
10102703902,PANEL - FRONT HEADER UPPER,Remove and Replace,5.58,5.58
10102705802,FRONT HEADER EXTENSION - LEFT HAND - E-COATED,Remove and Replace,2.22,2.22
10102705902,FRONT HEADER EXTENSION - RIGHT HAND SERVICE E-COATED,Remove and Replace,2.22,2.22
10102706702,Rear Header Lower,Remove and Replace,8.95,8.95
10102902222,Sill Outer (Complete) Replacement And Paint - Sealer Spray-CN Only,Paint Work,1.45,1.45
10102902322,Sill Outer (Complete) Replacement And Paint - Sealer Sanding-CN Only,Paint Work,1.45,1.45
10102902422,Sill Outer (Complete) Replacement And Paint - Painting-CN Only,Paint Work,1.7,1.7
10102902522,Sill Outer (Complete) Replacement And Paint - Polishing-CN Only,Paint Work,0.8,0.8
10102902622,Sill Outer (Complete) Replacement And Paint-CN Only,Paint Work,15.25,15.25
10102904402,Sill Outer (Complete) Replacement And Paint-Structural Replacement-CN Only,Remove and Replace,9.85,9.85
10103100129,Steel Cosmetic (XS)-CN Only,Repair,0.5,0.5
10103100229,Alumiunm Cosmetic (XS)-CN Only,Repair,0.5,0.5
10108208,Corrosion Protection (Refinish),Restore,0.0,0.0
10108500,Create Imprint Of Vin,Inspection,0.12,0.12
10108608,Tesla Body Repair - Body Labor,Body Shop,0.0,0.0
10108808,Tesla Body Repair - Sublet,Body Shop,0.0,0.0
10109008,Structural Body Repair,Repair,0.0,0.0
10109108,Non-Structural Body Repair,Restore,0.0,0.0
10109608,Tesla Body Repair - Insurance Pay,Body Shop,0.0,0.0
10182019,Customer Generated Quote - Issue (Transaction) Resolved - Bound,General diagnosis conclusion,0.0,0.0
10200100002,Glass - Body - Rear Quarter - RH (Model YL),Remove and Replace,1.5,1.5
10200100102,Glass - Body - Rear Quarter - LH (Model YL),Remove and Replace,1.5,1.5
1020010101,Glass - Door - Front - LH (Model Y Premium),Remove and Install,0.3,0.3
1020010102,Glass - Door - Front - LH (Model Y Premium),Remove and Replace,0.3,0.3
1020010201,Moving Side Glass - Front Door - RH,Remove and Install,0.3,0.3
1020010202,Moving Side Glass - Front Door - RH,Remove and Replace,0.3,0.3
1020010301,Glass - Door - Rear - LH,Remove and Install,0.3,0.3
1020010302,Glass - Door - Rear - LH,Remove and Replace,0.3,0.3
1020010401,Glass - Door - RH - Rear,Remove and Install,0.3,0.3
1020010402,Glass - Door - Rear - RH,Remove and Replace,0.3,0.3
1020010501,Quarter Glass Assembly - Rear - LH,Remove and Install,1.26,1.26
1020010502,Quarter Glass Assembly - Rear - LH,Remove and Replace,1.26,1.26
1020010601,Quarter Glass Assembly - Rear - RH,Remove and Install,1.2,1.2
1020010602,Quarter Glass Assembly - Rear - RH,Remove and Replace,1.0,1.0
10200108,Glass Chip Repair - Windshield,Restore,0.54,0.54
10200118,Glass Scratch Repair - Windshield,Restore,0.36,0.36
10200128,Windshield Chip Repair (EMEA),Restore,0.54,0.54
10200200001,Backlite Glass (Model YL),Remove and Install,2.22,2.22
10200200102,Backlite Glass (Model YL),Remove and Replace,1.68,1.68
10200201001,Glass - Door - Front - LH (Model Y Standard) ,Remove and Install,0.3,0.3
10200201002,Glass - Door - Front - LH (Model Y Standard) ,Remove and Replace,0.3,0.3
1020020101,Fixed Roof Glass,Remove and Install,2.1,2.1
1020020102,Fixed Roof Glass,Remove and Replace,2.1,2.1
10200201101,Glass - Door - Front - RH (Model Y Standard) ,Remove and Install,0.3,0.3
10200201102,Glass - Door - Front - RH (Model Y Standard) ,Remove and Replace,0.3,0.3
10200201201,Glass - Door - Rear - LH (Model Y Standard) ,Remove and Install,0.36,0.36
10200201202,Glass - Door - Rear - LH (Model Y Standard) ,Remove and Replace,0.36,0.36
10200201301,Glass - Door - Rear - RH (Model Y Standard),Remove and Install,0.36,0.36
10200201302,Glass - Door - Rear - RH (Model Y Standard),Remove and Replace,0.36,0.36
10200201401,Rear Quarter Glass - LH (Model Y Standard),Remove and Install,0.78,0.78
10200201402,Rear Quarter Glass - LH (Model Y Standard),Remove and Replace,0.78,0.78
10200201501,Rear Quarter Glass - RH (Model Y Standard) ,Remove and Install,0.78,0.78
10200201502,Rear Quarter Glass - RH (Model Y Standard) ,Remove and Replace,0.78,0.78
1020022101,Fan - Camera - Forward Facing,Remove and Install,0.24,0.24
1020022102,Fan - Camera - Forward Facing,Remove and Replace,0.24,0.24
10200300001,Fixed Roof Glass (Model YL),Remove and Install,3.6,3.6
10200300102,Fixed Roof Glass (Model YL),Remove and Replace,2.7,2.7
10200300201,Fixed Roof Glass (Model Y Standard) ,Remove and Install,2.88,2.88
10200300202,Fixed Roof Glass (Model Y Standard) ,Remove and Replace,2.88,2.88
1020030101,Backlite Glass,Remove and Install,1.68,1.68
1020030102,Backlite Glass,Remove and Replace,1.38,1.38
1020030201,Vin Label,Remove and Install,0.0,0.0
1020030202,Vin Label,Remove and Replace,2.05,2.05
1020030301,Windshield (LHD),Remove and Install,2.16,2.16
1020030302,Windshield (LHD),Remove and Replace,2.16,2.16
1020030401,Windshield (RHD),Remove and Install,2.46,2.46
1020030402,Windshield (RHD),Remove and Replace,2.46,2.46
10200348,Clean Forward Camera View (Precision Cleaning of Inboard Glass),Restore,0.24,0.24
1027521,Assistance With Refund Of Reservation,Test/Adjust,0.0,0.0
10300020,Touch Up Paint - Apply,Paint Work,0.2,0.2
10300250,Paint Defects - Denib/Polish,Test/Adjust,0.25,0.25
10302008,Clean Up Water Ingress,Restore,0.0,0.0
10303025,Dent Repair - Paintless - 0.25,Paint Work,0.0,0.0
10303050,Dent Repair - Paintless - 0.5,Paint Work,0.0,0.0
10303100,Dent Repair - Paintless - 1,Paint Work,0.0,0.0
11010004,Adjustment: Moving Glass,Test/Adjust,0.5,0.5
1120010101,Liftgate Handle,Remove and Install,0.24,0.24
1120010102,Liftgate Handle,Remove and Replace,0.24,0.24
1120010111,Liftgate Handle (Model Y Standard),Remove and Install,0.18,0.18
1120010112,Liftgate Handle (Model Y Standard),Remove and Replace,0.18,0.18
11200200406,Install Front Trunk Lighting,Retrofit,0.12,0.12
1120020101,Liftgate Cinch Latch,Remove and Install,0.15,0.15
1120020102,Liftgate Cinch Latch,Remove and Replace,0.15,0.15
1120020201,Striker - Liftgate,Remove and Install,0.1,0.1
1120020202,Striker - Liftgate,Remove and Replace,0.12,0.12
1133010101,Door Hinge - Front - Lower - LH,Remove and Install,0.3,0.3
1133010102,Door Hinge - Front - Lower - LH,Remove and Replace,0.3,0.3
1133010201,Door Hinge - Front - Lower - RH,Remove and Replace,0.3,0.3
1133010202,Door Hinge - Front - Lower - RH,Remove and Install,0.3,0.3
1133010301,Door Hinge - Front - Upper - LH,Remove and Install,0.3,0.3
1133010302,Door Hinge - Front - Upper - LH,Remove and Replace,0.3,0.3
1133010401,Door Hinge - Front - Upper - RH,Remove and Install,0.3,0.3
1133010402,Door Hinge - Front - Upper - RH,Remove and Replace,0.3,0.3
1133010501,Check Strap - Front,Remove and Install,0.24,0.24
1133010502,Check Strap - Front,Remove and Replace,0.24,0.24
1133020101,Door Latch - Front - LH,Remove and Install,0.66,0.66
1133020102,Door Latch - Front - LH,Remove and Replace,0.66,0.66
1133020201,Door Latch - Front - RH,Remove and Install,0.66,0.66
1133020202,Door Latch - Front - RH,Remove and Replace,0.66,0.66
1133020301,Side Door Striker,Remove and Install,0.1,0.1
1133020302,Side Door Striker,Remove and Replace,0.1,0.1
1133030101,Hood Hinge - LH,Remove and Install,0.6,0.6
1133030102,Hood Hinge - LH,Remove and Replace,0.6,0.6
1133030201,Hood Hinge - RH,Remove and Install,0.6,0.6
1133030202,Hood Hinge - RH,Remove and Replace,0.6,0.6
1133030301,Hood Strut,Remove and Install,0.12,0.12
1133030302,Hood Strut,Remove and Replace,0.12,0.12
1133040101,Actuator and Cable Assembly - Hood Latch,Remove and Install,0.18,0.18
1133040102,Actuator and Cable Assembly - Hood Latch,Remove and Replace,0.18,0.18
1133040200,Bump Stop and Latch - Hood (Adjust),Test/Adjust,0.06,0.06
1133040201,Hood Latch,Remove and Install,0.18,0.18
1133040202,Hood Latch,Remove and Replace,0.18,0.18
1133040301,Hood Striker,Remove and Install,0.1,0.1
1133040302,Hood Striker,Remove and Replace,0.1,0.1
1133040802,Bumper Base - Liftgate - Pair,Remove and Replace,0.06,0.06
1133041201,Tuned Mass Damper,Remove and Install,0.12,0.12
1133041202,Tuned Mass Damper,Remove and Replace,0.12,0.12
1133050101,Ball Stud Bracket,Remove and Install,0.05,0.05
1133050102,Ball Stud Bracket,Remove and Replace,0.05,0.05
1133050201,Spoiler - Carbon Fiber (Performance),Remove and Install,0.36,0.36
1133050202,Spoiler - Carbon Fiber (Performance),Remove and Replace,0.36,0.36
1133050301,Liftgate Hinge - LH,Remove and Install,0.54,0.54
1133050302,Liftgate Hinge - LH,Remove and Replace,0.54,0.54
1133050401,Liftgate Hinge - RH,Remove and Install,0.54,0.54
1133050402,Liftgate Hinge - RH,Remove and Replace,0.54,0.54
1133050501,Spoiler Outer Panel,Remove and Install,0.3,0.3
1133050502,Spoiler Outer Panel,Remove and Replace,0.3,0.3
1133050701,Liftgate Power Strut - LH,Remove and Install,0.1,0.1
1133050702,Liftgate Power Strut - LH,Remove and Replace,0.1,0.1
1133050801,Liftgate Power Strut - RH,Remove and Install,0.1,0.1
1133050802,Liftgate Power Strut - RH,Remove and Replace,0.1,0.1
1133060001,Hinge - Rear - Lower - RH,Remove and Install,0.3,0.3
1133060002,Hinge - Rear - Lower - RH,Remove and Replace,0.3,0.3
1133060101,Door Hinge - Rear - Lower - LH,Remove and Install,0.0,0.0
1133060102,Door Hinge - Rear - Lower - LH,Remove and Replace,0.0,0.0
1133060201,Door Hinge - Rear - Lower - RH,Remove and Install,0.0,0.0
1133060202,Door Hinge - Rear - Lower - RH,Remove and Replace,0.0,0.0
1133060301,Door Hinge - Rear - Upper - LH,Remove and Install,0.0,0.0
1133060302,Door Hinge - Rear - Upper - LH,Remove and Replace,0.0,0.0
1133060401,Door Hinge - Rear - Upper - RH,Remove and Install,0.0,0.0
1133060402,Door Hinge - Rear - Upper - RH,Remove and Replace,0.0,0.0
1133060501,Hinge - Rear - Lower - LH,Remove and Install,0.3,0.3
1133060502,Hinge - Rear - Lower - LH,Remove and Replace,0.3,0.3
1133060601,Hinge - Rear - Upper - RH,Remove and Install,0.3,0.3
1133060602,Hinge - Rear - Upper - RH,Remove and Replace,0.3,0.3
1133060701,Hinge - Rear - Upper - LH,Remove and Install,0.3,0.3
1133060702,Hinge - Rear - Upper - LH,Remove and Replace,0.3,0.3
1133060901,Check Strap - Rear,Remove and Install,0.66,0.66
1133060902,Check Strap - Rear,Remove and Replace,0.66,0.66
1133070101,Door Latch - Rear - LH,Remove and Install,0.66,0.66
1133070102,Door Latch - Rear - LH,Remove and Replace,0.66,0.66
1133070201,Door Latch - Rear - Right Hand,Remove and Install,0.66,0.66
1133070202,Door Latch - Rear - Right Hand,Remove and Replace,0.66,0.66
11330800102,Liftgate Hinge - LH (Model Y L),Remove and Replace,0.78,0.78
1133171001,Liftgate Wedge Damper Base - LH,Remove and Install,0.06,0.06
1133171002,Liftgate Wedge Damper Base - LH,Remove and Replace,0.06,0.06
1133171011,Liftgate Wedge Damper Base - RH,Remove and Install,0.06,0.06
1133171012,Liftgate Wedge Damper Base - RH,Remove and Replace,0.06,0.06
11332700001,Gas Strut - Hood - LH (Model Y Standard) ,Remove and Install,0.3,0.3
11332700002,Gas Strut - Hood - LH (Model Y Standard) ,Remove and Replace,0.3,0.3
11332700101,Gas Strut - Hood - RH (Model Y Standard) ,Remove and Install,0.3,0.3
11332700102,Gas Strut - Hood - RH (Model Y Standard) ,Remove and Replace,0.3,0.3
11332900001,Liftgate Power Strut - RH (Model YL),Remove and Install,0.3,0.3
11332900002,Liftgate Power Strut - RH (Model YL),Remove and Replace,0.3,0.3
1133290001,Liftgate Wedge Damper - LH,Remove and Install,0.06,0.06
1133290002,Liftgate Wedge Damper - LH,Remove and Replace,0.06,0.06
11332900101,Liftgate Power Strut - LH (Model YL),Remove and Install,0.3,0.3
11332900102,Liftgate Power Strut - LH (Model YL),Remove and Replace,0.3,0.3
11332900201,Tuned Mass Damper - Liftgate (Model YL),Remove and Install,0.12,0.12
11332900202,Tuned Mass Damper - Liftgate (Model YL),Remove and Replace,0.12,0.12
11332900301,Cover - Lower Side - Liftgate - RH  (Model YL),Remove and Install,0.06,0.06
11332900302,Cover - Lower Side - Liftgate - RH (Model YL),Remove and Replace,0.06,0.06
11332900401,Spoiler Assembly (Model YL),Remove and Install,0.3,0.3
11332900402,Spoiler Assembly (Model YL),Remove and Replace,0.3,0.3
11332900902,Cover - Lower Side - Liftgate - LH  (Model YL),Remove and Replace,0.06,0.06
11332901001,Cover - Lower Side - Liftgate - LH (Model YL),Remove and Install,0.06,0.06
11332901002,Bracket - Power Strut - Liftgate - LH (Model YL),Remove and Replace,0.06,0.06
11332901101,Bracket - Power Strut - Liftgate - LH (Model YL),Remove and Install,0.06,0.06
11332901102,Bracket - Power Strut - Liftgate - RH (Model YL),Remove and Replace,0.06,0.06
11332901201,Bracket - Power Strut - Liftgate - RH (Model YL),Remove and Install,0.06,0.06
11332901202,Bumper Block - Liftgate (Liftgate Side)  - LH (Model YL),Remove and Replace,0.12,0.12
11332901301,Bumper Stop - Liftgate (Body Side)  - RH (Model YL),Remove and Install,0.06,0.06
11332901302,Bumper Block - Liftgate (Liftgate Side) - RH (Model YL),Remove and Replace,0.12,0.12
11332901401,Bumper Stop - Liftgate (Body Side) - LH (Model YL),Remove and Install,0.06,0.06
11332901402,Bumper Stop - Liftgate (Body Side)  - RH (Model YL),Remove and Replace,0.06,0.06
11332901501,Wedge Damper Base - Liftgate - LH  (Model YL),Remove and Install,0.12,0.12
11332901502,Bumper Stop - Liftgate (Body Side) - LH (Model YL),Remove and Replace,0.06,0.06
11332901601,Wedge Damper Base - Liftgate - RH  (Model YL),Remove and Install,0.12,0.12
11332901602,Wedge Damper Base - Liftgate - LH  (Model YL),Remove and Replace,0.12,0.12
11332901702,Wedge Damper Base - Liftgate - RH  (Model YL),Remove and Replace,0.12,0.12
11332902001,Ball Stud Bracket - Liftgate - LH (Model Y Standard) ,Remove and Install,0.06,0.06
11332902002,Ball Stud Bracket - Liftgate - LH (Model Y Standard) ,Remove and Replace,0.06,0.06
11332902101,Ball Stud Bracket - Liftgate - RH (Model Y Standard) ,Remove and Install,0.06,0.06
11332902102,Ball Stud Bracket - Liftgate - RH (Model Y Standard) ,Remove and Replace,0.06,0.06
1133900001,Bump Stop - Liftgate,Remove and Install,0.12,0.12
1133900002,Bump Stop - Lower- Liftgate,Remove and Replace,0.12,0.12
1133900101,Side Cover Spoiler - LH,Remove and Install,0.06,0.06
1133900102,Side Cover Spoiler - LH,Remove and Replace,0.06,0.06
11350010,Diagnosis: Latch Integrity,General Diagnosis,0.6,0.6
11350020,Actuator Integrity Check,Test/Adjust,0.0,0.0
11351100122,Hinge Removal Refit or Replacement And Paint-Sealer Spray-CN Only,Paint Work,0.39,0.39
11351100222,Hinge Removal Refit or Replacement And Paint-Sealer Sanding-CN Only,Paint Work,0.06,0.06
11351100322,Hinge Removal Refit or Replacement And Paint-Painting-CN Only,Paint Work,0.42,0.42
1145010005,Apply WD-40 to Door Handle Pivot Pins,Maintenance,0.06,0.06
1145010031,"Front And Rear Exterior Door Handles -Front Door Handle Sensor, Left Hand.",Remove and Install,0.6,0.6
1145010032,"Front And Rear Exterior Door Handles -Front Handle Sensor, Left Hand.",Remove and Replace,0.6,0.6
1145010101,Handle - Exterior Release - Door - Rear - LH,Remove and Install,0.66,0.66
1145010102,Door Handle Outer- Passive- LH,Remove and Replace,0.66,0.66
1145010141,Handle - Exterior Release - Door - Rear - RH,Remove and Install,0.66,0.66
1145010142,Handle - Exterior Release - Door - Rear - RH,Remove and Replace,0.66,0.66
1145010161,Sensor - Exterior Door Handle - Rear - LH,Remove and Install,0.6,0.6
1145010162,Sensor - Exterior Door Handle - Rear - LH,Remove and Replace,0.6,0.6
1145010201,Door Handle Outer - Passive - RH - Front,Remove and Install,0.66,0.66
1145010202,Door Handle Outer- Passive- RH - Front,Remove and Replace,0.66,0.66
1145010211,Door Handle Outer - Passive - LH - Front,Remove and Install,0.66,0.66
1145010212,Door Handle Outer - Passive - LH - Front,Remove and Replace,0.66,0.66
11500004,Moving Glass Wind Noise Diagnosis,General Diagnosis,0.75,0.75
11500010,Window Regulator (Recalibrate),Maintenance,0.06,0.06
1150010031,Window Regulator Motor - Front - LH,Remove and Install,0.18,0.18
1150010032,Window Regulator Motor - Front - LH,Remove and Replace,0.24,0.24
1150010041,Window Regulator Motor - Front - RH,Remove and Install,0.18,0.18
1150010042,Window Regulator Motor - Front - RH,Remove and Replace,0.24,0.24
1150010051,Window Regulator Motor - Rear - RH,Remove and Install,0.18,0.18
1150010052,Window Regulator Motor - Rear - RH,Remove and Replace,0.18,0.18
1150010061,Window Regulator Motor - Rear - LH,Remove and Install,0.18,0.18
1150010062,Window Regulator Motor - Rear - LH,Remove and Replace,0.18,0.18
1150010101,Glass Run Seal - Front Door - LH,Remove and Install,0.24,0.24
1150010102,Glass Run Seal - Front Door - LH,Remove and Replace,0.24,0.24
1150010201,Glass Run Seal - Front Door - RH,Remove and Install,0.24,0.24
1150010202,Glass Run Seal - Front Door - RH,Remove and Replace,0.24,0.24
11500102507,Front Door Glass Bolt Torque ,Modify,0.18,0.18
11500102607,Lubricate Front Door Regulator,Modify,0.66,0.66
11500102707,Rear Door Glass Bolt Torque,Modify,0.18,0.18
11500102807,Lubricate Rear Door Regulator,Modify,0.66,0.66
11500102907,Lubricate Rear Door Regulator (with Troque Adjust),Modify,0.66,0.66
11500103007,Lubricate Front Door Regulator (with Torque Adjust),Modify,0.66,0.66
1150010301,Window Regulator Closeout - Rear Door - LH,Remove and Install,0.66,0.66
1150010302,Window Regulator Closeout - Rear Door - LH,Remove and Replace,0.66,0.66
1150010501,Closeout Panel - Window Regulator - Front Door - LH,Remove and Install,0.66,0.66
1150010502,Closeout Panel - Window Regulator - Front Door - LH,Remove and Replace,0.66,0.66
1150010601,Closeout Panel - Window Regulator - Front Door - RH,Remove and Install,0.66,0.66
1150010602,Closeout Panel - Window Regulator - Front Door - RH,Remove and Replace,0.66,0.66
1150010701,Window Regulator Mechanism - Front Door - LH,Remove and Install,0.72,0.72
1150010702,Window Regulator Mechanism - Front Door - LH,Remove and Replace,0.72,0.72
1150010801,Window Regulator Mechanism - Front Door - RH,Remove and Install,0.72,0.72
1150010802,Window Regulator Mechanism - Front Door - RH,Remove and Replace,0.72,0.72
1150010901,Window Regulator Mechanism - Rear Door - LH,Remove and Install,0.66,0.66
1150010902,Window Regulator Mechanism - Rear Door - LH,Remove and Replace,0.66,0.66
1150011001,Window Regulator Mechanism - Rear Door - RH,Remove and Install,0.66,0.66
1150011002,Window Regulator Mechanism - Rear Door - RH,Remove and Replace,0.66,0.66
1150011101,Glass Run Seal - Front Door - RH,Remove and Install,0.24,0.24
1150011102,Glass Run Seal - Front Door - RH,Remove and Replace,0.24,0.24
1150011401,Window Regulator Closeout - Rear Door - RH,Remove and Install,0.66,0.66
1150011402,Window Regulator Closeout - Rear Door - RH,Remove and Replace,0.66,0.66
11501908,Clean Up Broken Glass,Restore,0.75,0.75
11700004,Adjustment: Seal,Test/Adjust,0.2,0.2
1170010101,Header Seal - LH,Remove and Install,0.12,0.12
1170010102,Header Seal - LH,Remove and Replace,0.12,0.12
1170010201,Header Seal - RH,Remove and Install,0.12,0.12
1170010202,Header Seal - RH,Remove and Replace,0.12,0.12
1170010301,Primary Body Seal - Front - LH,Remove and Install,0.06,0.06
1170010302,Primary Body Seal - Front - LH,Remove and Replace,0.06,0.06
1170010401,Primary Body Seal - Rear - LH,Remove and Install,0.06,0.06
1170010402,Primary Body Seal - Rear - LH,Remove and Replace,0.06,0.06
1170010501,Primary Body Seal - Front - RH,Remove and Install,0.06,0.06
1170010502,Primary Body Seal - Front - RH,Remove and Replace,0.06,0.06
1170010601,Primary Body Seal - Rear - RH,Remove and Install,0.06,0.06
1170010602,Primary Body Seal - Rear -RH,Remove and Replace,0.06,0.06
1170020101,Inner Belt Seal - Front Door - LH,Remove and Install,0.15,0.15
1170020102,Inner Belt Seal - Front Door - LH,Remove and Replace,0.15,0.15
1170020201,Inner Belt Seal - Front Door – RH ,Remove and Install,0.15,0.15
1170020202,Inner Belt Seal - Front Door – RH,Remove and Replace,0.15,0.15
1170020301,Outer Belt - Front Door - LH,Remove and Install,0.06,0.06
1170020302,Outer Belt - Front Door - LH,Remove and Replace,0.06,0.06
1170020401,Outer Belt - Front Door - RH,Remove and Install,0.06,0.06
1170020402,Outer Belt - Front Door - RH,Remove and Replace,0.06,0.06
1170020501,Secondary Seal - Front Door - LH,Remove and Install,0.0,0.0
1170020502,Secondary Seal - Front Door - LH,Remove and Replace,0.42,0.42
1170020601,Secondary Seal - Front Door - RH,Remove and Install,0.42,0.42
1170020602,Secondary Seal - Front Door - RH,Remove and Replace,0.42,0.42
1170020701,Inner Belt Seal - Front Door - RH,Remove and Install,0.15,0.15
1170020702,Inner Belt Seal - Front Door - RH,Remove and Replace,0.15,0.15
1170030101,Liftgate Seal,Remove and Install,0.15,0.15
1170030102,Liftgate Seal,Remove and Replace,0.15,0.15
1170040001,Inner Belt Seal - Rear Door - RH,Remove and Install,0.1,0.1
1170040002,Inner Belt Seal - Rear Door - RH,Remove and Replace,0.1,0.1
1170040101,Inner Belt Seal - Rear Door - LH,Remove and Install,0.1,0.1
1170040102,Inner Belt Seal - Rear Door - LH,Remove and Replace,0.1,0.1
1170040201,Inner Belt Seal - Rear Door - RH,Remove and Install,0.1,0.1
1170040202,Inner Belt Seal - Rear Door - RH,Remove and Replace,0.1,0.1
1170040301,Outer Belt - Rear Door - LH,Remove and Install,0.06,0.06
1170040302,Outer Belt - Rear Door - LH,Remove and Replace,0.06,0.06
1170040401,Outer Belt - Rear Door - RH,Remove and Install,0.06,0.06
1170040402,Outer Belt - Rear Door - RH,Remove and Replace,0.06,0.06
1170040501,Secondary Seal - Rear Door - LH,Remove and Install,0.0,0.0
1170040502,Secondary Seal - Rear Door - LH,Remove and Replace,0.35,0.35
1170040601,Secondary Seal - Rear Door - RH,Remove and Install,0.42,0.42
1170040602,Secondary Seal - Rear Door - RH,Remove and Replace,0.42,0.42
1170041101,Outer Belt - Rear Door - RH,Remove and Install,0.06,0.06
1170041102,Outer Belt - Rear Door - RH,Remove and Replace,0.06,0.06
12000004,Adjustment: Exterior Trim,Test/Adjust,0.2,0.2
