Code,Description,Work Type,Labor Hours,FRT
12150300201,X-Member - Bed (Long Range),Remove and Install,1.14,1.14
12150300202,X-Member - Bed (Long Range),Remove and Replace,1.14,1.14
12150300301,Wall Assembly - Bed Side - Lower - LH (Long Range),Remove and Install,0.72,0.72
12150300302,Wall Assembly - Bed Side - Lower - LH (Long Range),Remove and Replace,0.72,0.72
12150300401,Damper Reinforcement Assembly - Bed (Long Range),Remove and Install,1.14,1.14
12150300402,Damper Reinforcement Assembly - Bed (Long Range),Remove and Replace,1.14,1.14
12150300501,Bed Floor Assembly (Long Range),Remove and Install,0.3,0.3
12150300502,Bed Floor Assembly (Long Range),Remove and Replace,0.3,0.3
12150300601,Wall Assembly - Bed Side - Upper - LH (Long Range),Remove and Install,0.72,0.72
12150300602,Wall Assembly - Bed Side - Upper - LH (Long Range),Remove and Replace,0.72,0.72
1215125011,Manual Release Cap - Tailgate Cover,Remove and Install,0.06,0.06
1215125012,Manual Release Cap - Tailgate Cover,Remove and Replace,0.06,0.06
1215125021,Bed Floor Assembly,Remove and Install,0.24,0.24
1215125022,Bed Floor Assembly,Remove and Replace,0.24,0.24
1215125031,Cover - Inner - Tailgate,Remove and Install,0.24,0.24
1215125032,Cover - Inner - Tailgate,Remove and Replace,0.24,0.24
1215125041,Bed Closeout - Rear - RH,Remove and Install,0.06,0.06
1215125042,Bed Closeout - Rear - RH,Remove and Replace,0.06,0.06
1215125051,Bed Closeout - Rear - LH,Remove and Install,0.06,0.06
1215125052,Bed Closeout - Rear - LH,Remove and Replace,0.06,0.06
1215125061,Front Wall Assembly - Truck Bed,Remove and Install,1.32,1.32
1215125062,Front Wall Assembly - Truck Bed,Remove and Replace,1.32,1.32
1220035011,Closeout - Applique - B-Pillar - LH,Remove and Install,0.06,0.06
1220035012,Closeout - Applique - B-Pillar - LH,Remove and Replace,0.06,0.06
1220035021,Closeout - Applique - B-Pillar - RH,Remove and Install,0.06,0.06
1220035022,Closeout - Applique - B-Pillar - RH,Remove and Replace,0.06,0.06
1220035031,Applique - C-Pillar - LH,Remove and Install,0.06,0.06
1220035032,Applique - C-Pillar - LH,Remove and Replace,0.06,0.06
1220035041,Applique - C-Pillar - RH,Remove and Install,0.06,0.06
1220035042,Applique - C-Pillar - RH,Remove and Replace,0.06,0.06
1220035051,Closeout - Applique - C-Pillar - LH,Remove and Install,0.06,0.06
1220035052,Closeout - Applique - C-Pillar - LH,Remove and Replace,0.06,0.06
1220035061,Exterior Trim Fittings - C-Pillar Applique Closeout - RH,Remove and Install,0.06,0.06
1220035062,Closeout - Applique - C-Pillar - RH,Remove and Replace,0.06,0.06
1220035071,Closeout - Sail Baffle - LH,Remove and Install,0.06,0.06
1220035072,Closeout - Sail Baffle - LH,Remove and Replace,0.06,0.06
1220035081,Closeout - Sail Baffle - RH,Remove and Install,0.06,0.06
1220035082,Exterior Trim Fittings - Sail Baffle Closeout - RH,Remove and Replace,0.06,0.06
1220035091,Bracket - Applique - Roof,Remove and Install,0.06,0.06
1220035092,Bracket - Applique - Roof,Remove and Replace,0.06,0.06
1220035101,Bracket - Beauty Cover - Lightbar - LH,Remove and Install,0.12,0.12
1220035102,Bracket - Beauty Cover - Lightbar - LH,Remove and Replace,0.12,0.12
1220035111,Bracket - Beauty Cover - Lightbar - RH,Remove and Install,0.12,0.12
1220035112,Bracket - Beauty Cover - Lightbar - RH,Remove and Replace,0.12,0.12
1220035121,Applique - Wiper,Remove and Install,0.12,0.12
1220035122,Applique - Wiper,Remove and Replace,0.12,0.12
1220035131,Applique - Backlite - LH,Remove and Install,0.06,0.06
1220035132,Applique - Backlite - LH,Remove and Replace,0.06,0.06
1220035141,Applique - Backlite - RH,Remove and Install,0.06,0.06
1220035142,Applique - Backlite - RH,Remove and Replace,0.06,0.06
1220035151,Applique - Sail Baffle - LH,Remove and Install,0.06,0.06
1220035152,Applique - Sail Baffle - LH,Remove and Replace,0.06,0.06
1220035161,Applique - Sail Baffle - RH,Remove and Install,0.06,0.06
1220035162,Applique - Sail Baffle - RH,Remove and Replace,0.06,0.06
1220035171,Applique - Upper - Fascia,Remove and Install,0.18,0.18
1220035172,Applique - Upper - Fascia,Remove and Replace,0.18,0.18
1220035181,Beauty Cover - Lightbar - LH,Remove and Install,0.06,0.06
1220035182,Beauty Cover - Lightbar - LH,Remove and Replace,0.06,0.06
1220035191,Beauty Cover - Lightbar - RH,Remove and Install,0.06,0.06
1220035192,Beauty Cover - Lightbar - RH,Remove and Replace,0.06,0.06
1220035201,Baffle - Fender - Front - LH,Remove and Install,0.66,0.66
1220035202,Baffle - Fender - Front - LH,Remove and Replace,0.66,0.66
1220035211,Baffle - Fender - Front - RH,Remove and Install,0.66,0.66
1220035212,Baffle - Fender - Front - RH,Remove and Replace,0.66,0.66
1220035221,Applique - Roof - LH,Remove and Install,0.06,0.06
1220035222,Applique - Roof - LH,Remove and Replace,0.06,0.06
1220035231,Applique - Roof - RH,Remove and Install,0.06,0.06
1220035232,Applique - Roof - RH,Remove and Replace,0.06,0.06
1220035241,Applique - B-Pillar - LH,Remove and Install,0.12,0.12
1220035242,Applique - B-Pillar - LH,Remove and Replace,0.12,0.12
1220035251,Applique - B-Pillar - RH,Remove and Install,0.12,0.12
1220035252,Applique - B-Pillar - RH,Remove and Replace,0.12,0.12
1220035262,Applique - Roof - Pair,Remove and Replace,0.06,0.06
1220040001,Fender Flare - Aft - Rear - RH,Remove and Install,0.06,0.06
1220040002,Fender Flare - Aft - Rear - RH,Remove and Replace,0.06,0.06
1220040101,Fender Flare - Fore - Rear - RH,Remove and Install,0.06,0.06
1220040102,Fender Flare - Fore - Rear - RH,Remove and Replace,0.06,0.06
1220043011,Fender Flare - Front - LH,Remove and Install,0.12,0.12
1220043012,Fender Flare - Front - LH,Remove and Replace,0.12,0.12
1220043021,Fender Flare - Front - RH,Remove and Install,0.12,0.12
1220043022,Fender Flare - Front - RH,Remove and Replace,0.12,0.12
1220043031,Fender Flare - Fore - Rear - LH,Remove and Install,0.06,0.06
1220043032,Fender Flare - Fore - Rear - LH,Remove and Replace,0.06,0.06
1220043041,Fender Flare - Rear - RH,Remove and Install,0.06,0.06
1220043042,Fender Flare - Rear - RH,Remove and Replace,0.06,0.06
1220043051,Fender Flare - Aft - Rear - LH,Remove and Install,0.06,0.06
1220043052,Fender Flare - Aft - Rear - LH,Remove and Replace,0.06,0.06
1220043061,Carrier - Fender Flare - Fore - Front - LH,Remove and Install,0.12,0.12
1220043062,Carrier - Fender Flare - Fore - Front - LH,Remove and Replace,0.12,0.12
1220043071,Carrier - Fender Flare - Fore - Front - RH,Remove and Install,0.12,0.12
1220043072,Carrier - Fender Flare - Fore - Front - RH,Remove and Replace,0.12,0.12
1220043081,Carrier - Fender Flare - Aft - Front - LH,Remove and Install,0.12,0.12
1220043082,Carrier - Fender Flare - Aft - Front - LH,Remove and Replace,0.12,0.12
1220043091,Carrier - Fender Flare - Aft - Front - RH,Remove and Install,0.12,0.12
1220043092,Carrier - Fender Flare - Aft - Front - RH,Remove and Replace,0.12,0.12
1220043101,Carrier - Fender Flare - Fore - Rear - LH,Remove and Install,0.12,0.12
1220043102,Carrier - Fender Flare - Fore - Rear - LH,Remove and Replace,0.12,0.12
1220043111,Carrier - Fender Flare - Fore - Rear - RH,Remove and Install,0.12,0.12
1220043112,Carrier - Fender Flare - Fore - Rear - RH,Remove and Replace,0.12,0.12
1220043121,Carrier - Fender Flare - Aft - Rear - LH,Remove and Install,0.06,0.06
1220043122,Carrier - Fender Flare - Aft - Rear - LH,Remove and Replace,0.06,0.06
1220043131,Carrier - Fender Flare - Aft - Rear - RH,Remove and Install,0.12,0.12
1220043132,Carrier - Fender Flare - Aft - Rear - RH,Remove and Replace,0.12,0.12
1220105011,Rocker Panel Assembly - LH,Remove and Install,0.18,0.18
1220105012,Rocker Panel Assembly - LH,Remove and Replace,0.18,0.18
1220105021,Rocker Panel Assembly - RH,Remove and Install,0.18,0.18
1220105022,Rocker Panel Assembly - RH,Remove and Replace,0.18,0.18
1220105031,Rocker Step Reinforcement - Rear - LH,Remove and Install,0.24,0.24
1220105032,Rocker Step Reinforcement - Rear - LH,Remove and Replace,0.24,0.24
1220105041,Rocker Step Reinforcement - Rear - RH,Remove and Install,0.24,0.24
1220105042,Rocker Step Reinforcement - Rear - RH,Remove and Replace,0.24,0.24
1220105051,Rocker Step Reinforcement - Front - RH,Remove and Install,0.71,0.71
1220105052,Rocker Step Reinforcement - Front - RH,Remove and Replace,0.71,0.71
1220105061,Rocker Step Reinforcement - Front - LH,Remove and Install,0.24,0.24
1220105062,Rocker Step Reinforcement - Front - LH,Remove and Replace,0.24,0.24
1220126006,Sail Applique Set,Retrofit,1.26,1.26
1220126011,Sail Applique - LH,Remove and Install,0.18,0.18
1220126012,Sail Applique - LH,Remove and Replace,0.18,0.18
1220126021,Sail Applique - RH,Remove and Install,0.18,0.18
1220126022,Sail Applique - RH,Remove and Replace,0.18,0.18
1220126032,Top Applique - Tailgate,Remove and Replace,0.06,0.06
1220126041,Bed Side Wall Assembly - Upper - LH,Remove and Install,0.06,0.06
1220126042,Bed Side Wall Assembly - Upper - LH,Remove and Replace,0.06,0.06
1220126051,Bed Side Wall Assembly - Upper - RH,Remove and Install,0.06,0.06
1220126052,Bed Side Wall Assembly - Upper - RH,Remove and Replace,0.06,0.06
1220126061,Applique - Closeout - Lamp - Rear - LH,Remove and Install,0.18,0.18
1220126062,Applique - Closeout - Lamp - Rear - LH,Remove and Replace,0.18,0.18
1220126071,Applique - Closeout - Lamp - Rear - RH,Remove and Install,0.18,0.18
1220126072,Applique - Closeout - Lamp - Rear - RH,Remove and Replace,0.18,0.18
12201600101,Sail Applique - Bed - LH (Long Range),Remove and Install,0.12,0.12
12201600102,Sail Applique - Bed - LH (Long Range),Remove and Replace,0.12,0.12
12202201,Fairing - Rocker Panel - Rear - LH,Remove and Install,0.24,0.24
12202202,Fairing - Rocker Panel - Rear - LH,Remove and Replace,0.24,0.24
12202301,Fairing - Rocker Panel - Rear - RH,Remove and Install,0.24,0.24
12202302,Fairing - Rocker Panel - Rear - RH,Remove and Replace,0.24,0.24
1220310001,Switch - Tonneau,Remove and Install,0.12,0.12
1220310002,Switch - Tonneau (Remove and Replace),Remove and Replace,0.12,0.12
12206640,Bed Floor D-Rings Installation,Installation,0.12,0.12
12207006,Mud Flaps,Retrofit,0.24,0.24
12207301,Mud Flap - Front - LH,Remove and Install,0.06,0.06
12207302,Mud Flap - Front - LH,Remove and Replace,0.06,0.06
12207351,Self-Test for USS,Test/Adjust,0.06,0.06
12207401,Mud Flap - Rear - LH,Remove and Install,0.12,0.12
12207402,Mud Flap - Rear - LH,Remove and Replace,0.12,0.12
12207501,Mud Flap - Front - RH,Remove and Install,0.06,0.06
12207502,Mud Flap - Front - RH,Remove and Replace,0.06,0.06
12207601,Mud Flap - Rear - RH,Remove and Install,0.12,0.12
12207602,Mud Flap - Rear - RH,Remove and Replace,0.12,0.12
12207904,Sail Applique Assembly - Pair (Inspect & Replace)),Remove and Replace,0.3,0.3
12208583,Mud Flaps (PDI Retrofit),Retrofit,0.0,0.0
1224057011,Seal - Frunk,Remove and Install,0.06,0.06
1224057012,Seal - Frunk,Remove and Replace,0.06,0.06
1224057021,Frunk Assembly,Remove and Install,0.12,0.12
1224057022,Frunk Assembly,Remove and Replace,0.12,0.12
1224057031,Lamp - Frunk,Remove and Install,0.12,0.12
1224057032,Lamp - Frunk,Remove and Replace,0.12,0.12
1224057041,Safety Lock Switch,Remove and Install,0.12,0.12
1224057042,Safety Lock Switch,Remove and Replace,0.12,0.12
1224057051,Access Panel - Frunk,Remove and Install,0.06,0.06
1224057052,Access Panel - Frunk,Remove and Replace,0.06,0.06
1225127011,Underhood Apron - LH,Remove and Install,0.12,0.12
1225127012,Underhood Apron - LH,Remove and Replace,0.12,0.12
1225127021,Underhood Apron - RH,Remove and Install,0.12,0.12
1225127022,Underhood Apron - RH,Remove and Replace,0.12,0.12
1225127031,Underhood Apron - Rear,Remove and Install,0.06,0.06
1225127032,Underhood Apron - Rear,Remove and Replace,0.06,0.06
1230124011,Tow Hitch,Remove and Install,0.72,0.72
1230124012,Tow Hitch,Remove and Replace,0.72,0.72
12302301,Ball Neck - Trailer Hitch (Remove & Install),Remove and Install,0.06,0.06
12302302,Ball Neck - Trailer Hitch (Remove & Replace),Remove and Replace,0.12,0.12
1245011001,Exterior Door Switch - Front - LH (B-Pillar),Remove and Install,0.12,0.12
1245011002,Exterior Door Switch - Front - LH (B-Pillar),Remove and Replace,0.12,0.12
1245011011,Exterior Door Switch - Front - RH (B-Pillar),Remove and Install,0.12,0.12
1245011012,Exterior Door Switch - Front - RH (B-Pillar),Remove and Replace,0.12,0.12
1245011021,Exterior Door Switch - Rear - LH (C-Pillar),Remove and Install,0.12,0.12
1245011022,Exterior Door Switch - Rear - LH (C-Pillar),Remove and Replace,0.12,0.12
1245011031,Exterior Door Switch - Rear - RH (C-Pillar),Remove and Install,0.12,0.12
1245011032,Exterior Door Switch - Rear - RH (C-Pillar),Remove and Replace,0.12,0.12
12505714,Vehicle Wrap – Door Jambs (Add-On),Retrofit,0.0,0.0
12505724,Vehicle Wrap – Color Film (Installation),Retrofit,0.0,0.0
12505734,Vehicle Wrap – Clear Film (Installation),Retrofit,0.0,0.0
12505754,Vehicle Wrap - Vinyl (Installation),Retrofit,10.2,10.2
13000004,Diagnosis: Seats,Test/Adjust,0.5,0.5
13010102601,Bridge - Track Motor - 1st Row Seat - LH ,Remove and Install,0.66,0.66
13010102602,Bridge - Track Motor - 1st Row Seat - LH ,Remove and Replace,0.66,0.66
1301010312,Blower - Cushion - Front Seat - LH,Remove and Replace,0.12,0.12
13010300,Seat - Driver - Calibration,Program,0.06,0.06
13010400,Seat - Front Passenger - Calibration,Program,0.06,0.06
1301059011,Button - Cushion Adjust - 1st Row Seat - LH,Remove and Install,0.06,0.06
1301059012,Button - Cushion Adjust - 1st Row Seat - LH,Remove and Replace,0.06,0.06
1301059021,Button - Recline - 1st Row Seat - LH,Remove and Install,0.06,0.06
1301059022,Button - Recline - 1st Row Seat - LH,Remove and Replace,0.06,0.06
1301059031,Button - 8WY/Lumbar - 1st Row Seat - LH,Remove and Install,0.18,0.18
1301059032,Button - 8WY/Lumbar - 1st Row Seat - LH,Remove and Replace,0.18,0.18
1301059041,Button - Cushion Adjust - 1st Row Seat - RH,Remove and Install,0.12,0.12
1301059042,Button - Cushion Adjust - 1st Row Seat - RH,Remove and Replace,0.12,0.12
1301059051,Button - Recline - 1st Row Seat - RH,Remove and Install,0.06,0.06
1301059052,Button - Recline - 1st Row Seat - RH,Remove and Replace,0.06,0.06
1301059061,Button - 8WY/Lumbar - 1st Row Seat - RH,Remove and Install,0.18,0.18
1301059062,Button - 8WY/Lumbar - 1st Row Seat - RH,Remove and Replace,0.18,0.18
1301060001,Cover - Crossmember Riser - 1st Row Seat - RH,Remove and Install,0.18,0.18
1301060002,Cover - Crossmember Riser - 1st Row Seat - RH,Remove and Replace,0.18,0.18
1301060101,Front Seat Sliders and Controllers - 1R Seat Inboard Riser RH,Remove and Install,1.02,1.02
1301060102,Front Seat Sliders and Controllers - 1R Seat Inboard Riser RH,Remove and Replace,1.02,1.02
1301060201,Motor - Recline - 1st Row Seat - RH,Remove and Install,0.48,0.48
1301060202,Motor - Recline - 1st Row Seat - RH,Remove and Replace,0.48,0.48
1301060301,Motor - Seat Height - 1st Row Seat - RH,Remove and Install,0.36,0.36
1301060302,Motor - Seat Height - 1st Row Seat - RH,Remove and Replace,0.36,0.36
1301060401,Motor - Seat Tilt  - 1st Row Seat - RH,Remove and Install,0.18,0.18
1301060402,Motor - Seat Tilt  - 1st Row Seat - RH,Remove and Replace,0.18,0.18
1301060501,Seatback Assembly - 1st Row Seat - RH,Remove and Install,0.48,0.48
1301060502,Seatback Assembly - 1st Row Seat - RH,Remove and Replace,0.48,0.48
1301061001,Frame - Seat Cushion - 1st Row Seat - RH,Remove and Install,1.38,1.38
1301061002,Frame - Seat Cushion - 1st Row Seat - RH,Remove and Replace,1.38,1.38
1301061011,Frame - Seat Cushion - 1st Row Seat - LH,Remove and Install,1.38,1.38
1301061012,Frame - Seat Cushion - 1st Row Seat - LH,Remove and Replace,1.38,1.38
1301061021,Seatback Assembly - 1st Row Seat - LH,Remove and Install,0.48,0.48
1301061022,Seatback Assembly - 1st Row Seat - LH,Remove and Replace,0.48,0.48
1301061031,Track Cover - 1st Row Seat,Remove and Install,0.06,0.06
1301061032,Track Cover - 1st Row Seat,Remove and Replace,0.06,0.06
1301061041,Motor - Seat Tilt  - 1st Row Seat - LH,Remove and Install,0.18,0.18
1301061042,Motor - Seat Tilt  - 1st Row Seat - LH,Remove and Replace,0.18,0.18
1301061051,Riser - Inboard 1st Row Seat - LH,Remove and Install,1.02,1.02
1301061052,Riser - Inboard 1st Row Seat - LH,Remove and Replace,1.02,1.02
1301061061,Cover - Crossmember Riser - 1st Row Seat - LH,Remove and Install,0.18,0.18
1301061062,Cover - Crossmember Riser - 1st Row Seat - LH,Remove and Replace,0.18,0.18
1301061071,Riser - Inboard - 1st Row Seat - RH,Remove and Install,1.02,1.02
1301061072,Riser - Inboard - 1st Row Seat - RH,Remove and Replace,1.02,1.02
1301061081,Motor - Recline - 1st Row Seat - LH,Remove and Install,0.48,0.48
1301061082,Motor - Recline - 1st Row Seat - LH,Remove and Replace,0.48,0.48
1301061091,Motor - Seat Height - 1st Row Seat - LH,Remove and Install,0.36,0.36
1301061092,Motor - Seat Height - 1st Row Seat - LH,Remove and Replace,0.36,0.36
1301061101,Riser - Outboard - 1st Row Seat - LH,Remove and Install,0.48,0.48
1301061102,Riser - Outboard - 1st Row Seat - LH,Remove and Replace,0.48,0.48
1301061111,Riser - Outboard - 1st Row Seat - RH,Remove and Install,0.54,0.54
1301061112,Riser - Outboard - 1st Row Seat - RH,Remove and Replace,0.54,0.54
1304058011,Seat Assembly - 1st Row - LH,Remove and Install,0.3,0.3
1304058012,Seat Assembly - 1st Row - LH,Remove and Replace,0.42,0.42
1304058021,Seat Assembly - 1st Row - RH,Remove and Install,0.3,0.3
1304058022,Seat Assembly - 1st Row - RH,Remove and Replace,0.42,0.42
1305002011,Bolster - Outboard - LH - 2nd Row Seat Back,Remove and Install,0.06,0.06
1305002012,Bolster - Outboard - LH - 2nd Row Seat Back,Remove and Replace,0.06,0.06
1305002021,Bolster - Outboard - RH - 2nd Row Seat Back,Remove and Install,0.06,0.06
1305002022,Bolster - Outboard - RH - 2nd Row Seat Back,Remove and Replace,0.06,0.06
1305002031,Bolster - Inboard - LH - 2nd Row Seat Back,Remove and Install,0.06,0.06
1305002032,Bolster - Inboard - LH - 2nd Row Seat Back,Remove and Replace,0.06,0.06
1305002041,Bolster - Inboard - RH - 2nd Row Seat Back,Remove and Install,0.06,0.06
1305002042,Bolster - Inboard - RH - 2nd Row Seat Back,Remove and Replace,0.06,0.06
1305002051,Armrest - 2nd Row Seat,Remove and Install,1.26,1.26
1305002052,Armrest - 2nd Row Seat,Remove and Replace,1.26,1.26
1305002061,Headrest - Center - 2nd Row Seat,Remove and Install,0.06,0.06
1305002062,Headrest - Center - 2nd Row Seat,Remove and Replace,0.06,0.06
1305002071,Cushion Assembly - 2nd Row Seat - RH,Remove and Install,0.78,0.78
1305002072,Cushion Assembly - 2nd Row Seat - RH,Remove and Replace,0.78,0.78
1305002081,Cushion Assembly - 2nd Row Seat - LH,Remove and Install,0.84,0.84
1305002082,Cushion Assembly - 2nd Row Seat - LH,Remove and Replace,0.84,0.84
1305002091,Seat Back Assembly - 2nd Row Seat - RH,Remove and Install,0.71,0.71
1305002092,Seat Back Assembly - 2nd Row Seat - RH,Remove and Replace,0.71,0.71
1305002101,Seat Back Assembly - 2nd Row Seat - LH,Remove and Install,0.78,0.78
1305002102,Seat Back Assembly - 2nd Row Seat - LH,Remove and Replace,0.78,0.78
1305003011,Shoulder Cover - LH - 2nd Row Seat,Remove and Install,0.66,0.66
1305003012,Shoulder Cover - LH - 2nd Row Seat,Remove and Replace,0.66,0.66
1305003021,Shoulder Cover - RH - 2nd Row Seat,Remove and Install,0.12,0.12
1305003022,Shoulder Cover - RH - 2nd Row Seat,Remove and Replace,0.12,0.12
1305003031,Back Lumbar - 2nd Row Seat,Remove and Install,0.06,0.06
1305003032,Back Lumbar - 2nd Row Seat,Remove and Replace,0.06,0.06
1305003041,Cap - Top Tether - Center - 2nd Row Seat,Remove and Install,0.06,0.06
1305003042,Cap - Top Tether - Center - 2nd Row Seat,Remove and Replace,0.06,0.06
1305003051,Strap - Release Buckle - Seat Cushion - 2nd Row Seat,Remove and Install,0.12,0.12
1305003052,Strap - Release Buckle - Seat Cushion - 2nd Row Seat,Remove and Replace,0.12,0.12
1305003061,Underbelly - 2nd Row Seat - LH,Remove and Install,0.78,0.78
1305003062,Underbelly - 2nd Row Seat - LH,Remove and Replace,0.78,0.78
1305003071,Underbelly - 2nd Row Seat - RH,Remove and Install,0.72,0.72
1305003072,Underbelly - 2nd Row Seat - RH,Remove and Replace,0.72,0.72
1305003082,2nd Row Seat Back Hardware - 2R Seat Armrest,Remove and Replace,0.71,0.71
1305003091,Bezel - Cupholder - Armrest - 2nd Row Seat,Remove and Install,0.06,0.06
1305003092,Bezel - Cupholder - Armrest - 2nd Row Seat,Remove and Replace,0.06,0.06
1305003101,Cap - Shoulder Cover - 2nd Row Seat,Remove and Install,0.72,0.72
1305003102,Cap - Shoulder Cover - 2nd Row Seat,Remove and Replace,0.72,0.72
1305003111,Closeout - Armrest - 2nd Row Seat,Remove and Install,0.96,0.96
1305003112,Closeout - Armrest - 2nd Row Seat,Remove and Replace,0.96,0.96
1305003121,Mounting Bracket - Armrest - 2nd Row Seat,Remove and Install,1.08,1.08
1305003122,Mounting Bracket - Armrest - 2nd Row Seat,Remove and Replace,1.08,1.08
13050401201,CT Seats - 2nd Row Seat Assemblies and Hardware - 2nd Row Seat Assemblies - 2nd Row - Full Seat Assembly (RI),Remove and Install,1.74,1.74
13050401202,CT Seats - 2nd Row Seat Assemblies and Hardware - 2nd Row Seat Assemblies - 2nd Row - Full Seat Assembly (RI),Remove and Replace,1.74,1.74
1307060001,Trim - Seat Cushion - 1st Row Seat - RH/RH,Remove and Install,0.9,0.9
1307060002,Trim - Seat Cushion - 1st Row Seat - RH/RH,Remove and Replace,0.9,0.9
1307060011,Side Shield - Inboard - 1st Row Seat - RH,Remove and Install,0.3,0.3
1307060012,Side Shield - Inboard - 1st Row Seat - RH,Remove and Replace,0.3,0.3
1307060021,Side Shield - Inboard - 1st Row Seat - LH,Remove and Install,0.3,0.3
1307060022,Side Shield - Inboard - 1st Row Seat - LH,Remove and Replace,0.3,0.3
1307060031,Trim - Seat Back - 1st Row - RH,Remove and Install,0.6,0.6
1307060032,Trim - Seat Back - 1st Row - RH,Remove and Replace,0.6,0.6
1307060041,Trim - Seat Back - 1st Row - LH,Remove and Install,0.6,0.6
1307060042,Trim - Seat Back - 1st Row - LH,Remove and Replace,0.6,0.6
1307060051,Trim - Seat Cushion - 1st Row Seat - RH,Remove and Install,0.9,0.9
1307060052,Trim - Seat Cushion - 1st Row Seat - RH,Remove and Replace,0.9,0.9
1307060061,Foam - Seat Cushion - 1st Row Seat - LH (with Ventilation),Remove and Install,0.71,0.71
1307060062,Foam - Seat Cushion - 1st Row Seat - LH (with Ventilation),Remove and Replace,0.71,0.71
1307060071,Screw Cover - 1st Row Seat - LH,Remove and Install,0.12,0.12
1307060072,Screw Cover - 1st Row Seat - LH,Remove and Replace,0.12,0.12
1307060081,Side Shield - Outboard - 1st Row Seat - RH,Remove and Install,0.12,0.12
1307060082,Side Shield - Outboard - 1st Row Seat - RH,Remove and Replace,0.12,0.12
1307060091,Side Shield - Outboard - 1st Row Seat - LH,Remove and Install,0.12,0.12
1307060092,Side Shield - Outboard - 1st Row Seat - LH,Remove and Replace,0.12,0.12
1307060101,Foam - Seat Back - 1st Row Seat - RH (with Ventilation),Remove and Install,0.9,0.9
1307060102,Foam - Seat Back - 1st Row Seat - RH (with Ventilation),Remove and Replace,0.9,0.9
1307060111,Screw Cover - 1st Row Seat - RH,Remove and Install,0.12,0.12
1307060112,Screw Cover - 1st Row Seat - RH,Remove and Replace,0.12,0.12
1307060121,Foam - Seat Back - 1st Row Seat - LH (with Ventilation),Remove and Install,0.66,0.66
1307060122,Foam - Seat Back - 1st Row Seat - LH (with Ventilation),Remove and Replace,0.66,0.66
1307060131,Foam - Seat Cushion - 1st Row Seat - RH (with Ventilation),Remove and Install,0.9,0.9
1307060132,Foam - Seat Cushion - 1st Row Seat - RH (with Ventilation),Remove and Replace,0.9,0.9
1307060141,Trim - Seat Cushion - 1st Row Seat - LH,Remove and Install,0.9,0.9
1307060142,Trim - Seat Cushion - 1st Row Seat - LH,Remove and Replace,0.9,0.9
1308000001,Buckle Closeout - 2nd Row - RH,Remove and Install,0.36,0.36
1308000002,Buckle Closeout - 2nd Row - RH,Remove and Replace,0.36,0.36
1308005011,2nd Row Seat Covers and Pads - 2R Seat Back Inboard Bolster LH Trim,Remove and Install,0.71,0.71
1308005012,2nd Row Seat Covers and Pads - 2R Seat Back Inboard Bolster LH Trim,Remove and Replace,0.71,0.71
1308005021,2nd Row Seat Covers and Pads - 2R Seat Back Inboard Bolster LH Foam,Remove and Install,0.71,0.71
1308005022,2nd Row Seat Covers and Pads - 2R Seat Back Inboard Bolster LH Foam,Remove and Replace,0.71,0.71
1308005031,2nd Row Seat Covers and Pads - 2R Seat Bolster Substrate Inboard LH,Remove and Install,0.71,0.71
1308005032,2nd Row Seat Covers and Pads - 2R Seat Bolster Substrate Inboard LH,Remove and Replace,0.71,0.71
1308005041,2nd Row Seat Covers and Pads - 2R Seat Back Inboard Bolster RH Trim,Remove and Install,0.71,0.71
1308005042,2nd Row Seat Covers and Pads - 2R Seat Back Inboard Bolster RH Trim,Remove and Replace,0.71,0.71
1308005051,2nd Row Seat Covers and Pads - 2R Seat Back Inboard Bolster RH Foam,Remove and Install,0.71,0.71
1308005052,2nd Row Seat Covers and Pads - 2R Seat Back Inboard Bolster RH Foam,Remove and Replace,0.71,0.71
1308005061,2nd Row Seat Covers and Pads - 2R Seat Bolster Substrate Inboard RH,Remove and Install,0.71,0.71
1308005062,2nd Row Seat Covers and Pads - 2R Seat Bolster Substrate Inboard RH,Remove and Replace,0.71,0.71
1308005071,Substrate - Back Rest - 2nd Row Seat - RH,Remove and Install,0.42,0.42
1308005072,Substrate - Back Rest - 2nd Row Seat - RH,Remove and Replace,0.42,0.42
1308005081,Trim - Back Rest Insert - 2nd Row Seat,Remove and Install,0.96,0.96
1308005082,Trim - Back Rest Insert - 2nd Row Seat,Remove and Replace,0.96,0.96
1308005091,Foam - Back Rest Insert - 2nd Row Seat,Remove and Install,0.96,0.96
1308005092,Foam - Back Rest Insert - 2nd Row Seat,Remove and Replace,0.96,0.96
1308005101,Substrate - Back Rest - 2nd Row Seat - LH,Remove and Install,0.48,0.48
1308005102,Substrate - Back Rest - 2nd Row Seat - LH,Remove and Replace,0.48,0.48
1308005111,Buckle Closeout - 2nd Row - LH,Remove and Install,0.36,0.36
1308005112,Buckle Closeout - 2nd Row - LH,Remove and Replace,0.36,0.36
1308005121,B-Cover - Outboard - 2nd Row - LH,Remove and Install,0.12,0.12
1308005122,B-Cover - Outboard - 2nd Row - LH,Remove and Replace,0.12,0.12
1308005131,B-Cover - Outboard - 2nd Row - RH,Remove and Install,0.12,0.12
1308005132,B-Cover - Outboard - 2nd Row - RH,Remove and Replace,0.12,0.12
1308005141,A-Cover - Front - Outboard - 2nd Row - LH,Remove and Install,0.12,0.12
