Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
NO,Model S,1,17352702,Reflector Lamp - Rear Door - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,17352802,Reflector Lamp - Rear Door - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,17355102,Task Light - Footwell Cover - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,17400102,Headlight  - LH (Remove & Replace),Remove and Replace,0.72,0.72
YES,Model S,1,17400150,Headlights - Adjust - NA (Tool Method),Test/Adjust,0.18,0.18
NO,Model S,1,17400202,Headlight - RH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,17400232,Ballast - HID (SAE) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,17400242,Ballast - HID - RH (SAE) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,17400252,Headlight  - Pair (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model S,1,17400302,HID Bulb - Headlight - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,17400402,HID Bulb - Headlight - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,17400502,Halogen Bulb - Headlight - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,17400602,Halogen Bulb - Headlight - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,17401002,Bulb - Turn Signal - Headlight - LH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model S,1,17401102,Bulb - Turn Signal - Headlight - RH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model S,1,17402202,Tail Light Assembly - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,17402302,"Tail Light Assembly - LH (Vehicles With 3 Phase, Motorized Charge Port) (Remove & Replace)",Remove and Replace,0.72,0.72
NO,Model S,1,17402402,"Tail Light Assembly - LH (Vehicles With 3 Phase, Non-Motorized Charge Port) (Remove & Replace)",Remove and Replace,0.48,0.48
NO,Model S,1,17402602,Light - License Plate (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,17402702,Light - Fog/Reverse - Rear - LH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model S,1,17402802,Light - Fog/Reverse - Rear - RH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model S,1,17402902,Lights - Fog/Reverse - Rear - LH/RH (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model S,1,17403502,Lamp - Reflex - Rear - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,17403602,Lamp - Reflex - Rear - RH  (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,17409000,Headlight - Adjust - North America,Test/Adjust,0.15,0.15
NO,Model S,1,17450513,Key Fob - Program (No Keys Present),Program,0.12,0.12
NO,Model S,1,17450902,Battery - Key Fob (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,17451002,Siren - Battery Backed (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model S,1,17451602,LF Antenna - Console - Center (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model S,1,17451802,LF Antenna - Center - Rear (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model S,1,17452402,LF Antenna - Bumper Carrier (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model S,1,17452802,LF Antenna - RH - A Post (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,17453002,LF Antenna - Center - Heelboard (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,17500102,Wiper Module (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model S,1,17500302,Wiper Arm - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,17500352,Wiper Arm - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,17501402,Non Return Valve (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,17501502,Pipe - Washer - Reservoir to Valve (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,17501602,Pipe - Washer - Valve to Nozzle (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model S,1,17501802,Wiper Arms - Pair  (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,17530102,Horn - 1st Generation (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,17530502,Horn - 1st Generation - Pair  (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,17530512,Horn - 2nd Generation - Pair (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,17530702,Horn - 2nd Generation (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,17551002,Accelerator (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model S,1,17551202,Pedal Pad - Accelerator (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,17570102,Pyrotechnic Battery Disconnect (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,18100102,Filter – Particulate – 1st Generation (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model S,1,18100202,Filter - Particulate - 2nd Generation (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,18100602,Module - HVAC Controller - RCCM (Remove & Replace),Remove and Replace,1.98,1.98
NO,Model S,1,18100802,Module - Thermal Controller (Remove & Replace),Remove and Replace,1.74,1.74
NO,Model S,1,18101002,HVAC Assembly (Remove & Replace),Remove and Replace,5.04,5.04
NO,Model S,1,18102102,Actuator - Driver's Temperature (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model S,1,18103002,Module - Thermal Controller (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,18103202,Blower Motor - HVAC (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model S,1,18103222,Blower Control FET - Blower Motor - HVAC (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model S,1,18104002,Duct - Dash to Rear Vent (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model S,1,18105202,Duct - HEPA Filter - Outlet (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,18105302,Air Extractor - Outer - LH (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model S,1,18105322,Air Extractor - Outer - RH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model S,1,18105501,Filter - HEPA,Remove and Install,0.24,0.24
NO,Model S,1,18105502,Filter - HEPA,Remove and Replace,0.24,0.24
NO,Model S,1,18106002,Heater - PTC (RWD) (Remove & Replace),Remove and Replace,2.4,2.4
NO,Model S,1,18106302,Heater - PTC (LHD) (Dual Motor) (Remove & Replace),Remove and Replace,1.92,1.92
NO,Model S,1,18106402,Heater - PTC (Dual Motor) (RHD) (Remove & Replace),Remove and Replace,1.62,1.62
NO,Model S,1,18106412,Heater - PTC (RHD) (RWD) (Remove & Replace),Remove and Replace,1.68,1.68
NO,Model S,1,18107202,Sensor - Ambient Air Temperature (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,18107602,Sensor - Temperature - Evaporator (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,18201012,Evaporator (Remove & Replace),Remove and Replace,4.38,4.38
NO,Model S,1,18201052,Evaporator (2nd Generation) (Remove & Replace),Remove and Replace,4.92,4.92
NO,Model S,1,18203002,A/C Compressor (1st Generation) (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model S,1,18203302,A/C Compressor (3rd Generation) (Remove and Replace),Remove and Replace,1.26,1.26
NO,Model S,1,18203602,A/C Compressor (2nd Generation) (Remove & Replace),Remove and Replace,1.68,1.68
NO,Model S,1,18203702,A/C Compressor (Dual Motor)  (Remove & Replace),Remove and Replace,1.74,1.74
NO,Model S,1,18203802,A/C Compressor (Dual Motor) (RHD) (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model S,1,18204102,Pipe - High Pressure - Charge Port (Remove & Replace),Remove and Replace,1.38,1.38
NO,Model S,1,18204702,Pipe - High/Low Pressure - Charge Port (Dual Motor) (Remove and Replace),Remove and Replace,1.2,1.2
NO,Model S,1,18205002,TXV Valve­ Evaporator (Remove & Replace),Remove and Replace,1.38,1.38
NO,Model S,1,18205502,Sensor - Pressure and Temperature - High Pressure (Remove and Replace),Remove and Replace,0.48,0.48
NO,Model S,1,18205602,Sensor - Pressure and Temperature - Low Pressure (Remove and Replace),Remove and Replace,0.48,0.48
NO,Model S,1,18206002,Battery Chiller and EXV Assembly (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model S,1,18300900,Thermal System Test,Test/Adjust,0.1,0.1
NO,Model S,1,18301002,Radiator (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model S,1,18301100,Clean Radiator (Non-Heat Pump),Maintenance,1.08,1.08
NO,Model S,1,18301102,Radiator (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model S,1,18301300,Remove and Clean Radiator (Non-Heat Pump),Maintenance,0.96,0.96
NO,Model S,1,18301302,Hose - Radiator Bypass (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model S,1,18301402,Reservoir Assembly - Coolant (Dual Motor) (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model S,1,18301502,Superbottle (Remove & Replace),Remove and Replace,2.1,2.1
NO,Model S,1,18301602,Reservoir Cap - Coolant (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,18302002,Sensor - Coolant Level (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model S,1,18302502,Hose - Outlet - Rear Drive Unit (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,18303002,Hose - T-Piece to 4 Way Coolant Valve (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model S,1,18303102,Hose - Rocker to Pipe (Remove & Replace),Remove and Replace,3.6,3.6
NO,Model S,1,18303202,Hose - RH 3 Way Coolant Valve to Radiator (Remove & Replace),Remove and Replace,3.54,3.54
NO,Model S,1,18303302,Hose - Rocker (RH) (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model S,1,18303402,Hose - Reservoir to Coolant Pump 3 (Remove & Replace),Remove and Replace,2.4,2.4
NO,Model S,1,18303502,Hose - Coolant Pump 3 to Rocker (Remove & Replace),Remove and Replace,2.4,2.4
NO,Model S,1,18303702,Hose - Rocker (LH) to Charger (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model S,1,18303802,Hose - Charger Outlet (Remove & Replace),Remove and Replace,1.92,1.92
NO,Model S,1,18303902,Hose - Charger to Motor (Remove & Replace),Remove and Replace,2.82,2.82
NO,Model S,1,18304102,Hose - Reservoir to 4 Way Coolant Valve (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model S,1,18304202,Hose - 4 Way Coolant Valve to Coolant Pump 1 (Remove & Replace),Remove and Replace,2.4,2.4
NO,Model S,1,18304302,Hose - Coolant Pump 1 to LH 3 Way Coolant Valve (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model S,1,18304402,Hose - LH 3 Way Coolant Valve to Chiller (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model S,1,18304502,Hose - Chiller to Coolant Pump 2 and LH 3 Way Coolant Valve (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model S,1,18304602,Hose - Coolant Pump 2 to Battery Coolant Heater (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model S,1,18304702,Hose - Battery Coolant Heater to Battery (Remove & Replace),Remove and Replace,3.0,3.0
NO,Model S,1,18304802,Hose - Battery to 4 Way Coolant Valve (Remove & Replace),Remove and Replace,3.0,3.0
NO,Model S,1,18305502,Hose - DCDC to Battery Coolant Heater (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model S,1,18306002,3 Way Coolant Valve - Chiller Bypass (Remove & Replace),Remove and Replace,1.38,1.38
NO,Model S,1,18306102,3 Way Coolant Valve - Radiator Bypass (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model S,1,18306502,4 Way Coolant Valve - Series/Parallel (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model S,1,18307002,Coolant Heater - Electric - Battery - 1st Generation (Remove & Replace),Remove and Replace,1.8,1.8
NO,Model S,1,18307202,Coolant Heater - Electric - Battery - 2nd Generation (Remove & Replace),Remove and Replace,1.98,1.98
NO,Model S,1,18307302,Coolant Heater - Electric - Battery (Remove & Replace),Remove and Replace,1.68,1.68
NO,Model S,1,18307312,Coolant Heater - Electric - Battery (E-Fuse) (Remove & Replace),Remove and Replace,1.92,1.92
NO,Model S,1,18308502,Battery Coolant Pump 1 (1st Generation) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,18308602,Battery Coolant Pump 2 - 1st Generation (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,18308702,Battery Coolant Pump 1 (2nd Generation) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,18308752,Battery Coolant Pump 1 (3rd Generation) (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,18308802,Battery Coolant Pump 2 (2nd Generation) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,18308852,Battery Coolant Pump 2 (3rd Generation) (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model S,1,18500602,Active Louver - Center (Remove & Replace),Remove and Replace,1.32,1.32
YES,Model S,1,19010100825,Remove Vehicle Label (No Anti-Tamper Residue),Removal,0.06,0.06
YES,Model S,1,19010100902,Vehicle Emission Control Label,Remove and Replace,0.06,0.06
YES,Model S,1,19010100925,Remove Vehicle Label and Anti-Tamper Residue,Removal,0.12,0.12
YES,Model S,1,19010101002,Battery Chemistry Label,Remove and Replace,0.06,0.06
YES,Model S,1,19010101102,Monroney Label,Remove and Replace,0.06,0.06
YES,Model S,1,19010202,Labels - Any (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,190135740002,"Correct CE label already present, no further action required.",Test/Adjust,0.1,0.1
NO,Model S,1,20010102,Airbag - Driver (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model S,1,20010202,Knee Airbag - Driver (NA) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,20050302,Retractor - Seatbelt -1st Row - RH (Remove and Replace),Remove and Replace,0.72,0.72
NO,Model S,1,20054102,Retractor - Seatbelt -1st Row - LH (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model S,1,20054202,Retractor - Seatbelt  - 1st Row - RH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,20054702,Buckle - 1st Row - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,20054802,Buckle - 1st Row - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,20056102,Seat Belt Assembly - 2nd Row - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,20056202,Seat Belt Assembly - 2nd Row - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,20056302,Seat Belt Assembly - 2nd Row - Center (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,20057002,Buckle - 2nd Row - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,20057102,Buckle - 2nd Row - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,20057202,Buckle - 2nd Row - Center (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,20058102,Seatbelt Assembly - 3rd Row - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,20058202,Seatbelt Assembly - 3rd Row - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,20101002,Pretensioner - Outboard Lap - 1st Row - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model S,1,20101102,Pretensioner - Outboard Lap - 1st Row - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model S,1,20200502,Sensor - Impact - B Pillar - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model S,1,20200602,Sensor - Impact - B Pillar - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model S,1,20200702,Sensor - Impact - C-Pillar - LH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,20200802,Sensor - Impact - C Pillar - RH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,20201102,Sensor - T-Bar Accelerometer - LH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model S,1,20201152,Sensor - Shotgun Accelerometer - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,20201202,Sensor - T-Bar Accelerometer - RH (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model S,1,20201252,Sensor - Shotgun Accelerometer - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,20202002,Sensor - Pressure Tube (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,20202112,Sensor - Occupant Classification System - 1st Row - LH (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model S,1,20202212,Sensor - Occupant Classification System - 1st Row - RH (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model S,1,21050402,Re-Synchronize Odometer Value (Remove & Replace),Remove and Replace,0.0,0.0
YES,Model S,1,21051000,Update Display Avatar,Test/Adjust,0.12,0.12
NO,Model S,1,21060102,Media Control Unit (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model S,1,21060107,Media Control Unit (Dispose),Modify,0.18,0.18
NO,Model S,1,21060108,Tegra Parrot Module - Media Control Unit (Reflash),Restore,0.05,0.05
NO,Model S,1,21060112,Media Control Unit (Atom-based) (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model S,1,21060208,Software Recovery - Media Control Unit (Restore),Restore,0.05,0.05
NO,Model S,1,21062802,Connectivity Board (Without Gyro Board) (Remove & Replace),Remove and Replace,1.44,1.44
NO,Model S,1,21062902,Connectivity Board (With Gyro Board) (Remove & Replace),Remove and Replace,1.62,1.62
NO,Model S,1,21063002,Navigation Micro SD Card - Media Control Unit (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model S,1,21063202,Gateway SD Card - Media Control Unit (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,21063208,SD Card - Media Control Unit (Reformat),Restore,0.05,0.05
NO,Model S,1,21063308,Field Programmable Gate Array (FPGA) - Media Control Unit (Reflash),Restore,0.05,0.05
NO,Model S,1,21065002,SD Card - Media Control Unit (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model S,1,21211002,Speaker - Rear Door - LH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,21211102,Speaker - Rear Door - RH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,21211502,Speaker - Dash - LH (Premium Only) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,21211602,Speaker - Dash - Center  (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model S,1,21211702,Speaker - Dash - RH (Premium Only) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,21212002,Subwoofer Assembly (Premium Only) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model S,1,21212502,Tweeter - A Pillar - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,21212602,Tweeter - A Pillar - RH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,21213002,Speaker - Liftgate - LH (Premium Only) (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,21213102,Speaker - Liftgate - RH (Premium Only) (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,21213502,External Amplifier (Premium Only) (Remove & Replace),Remove and Replace,1.44,1.44
NO,Model S,1,21214202,Chime - Liftgate (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model S,1,21250102,Microphone - Bluetooth (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,21260102,USB Socket - Center Console - Rear (Remove & Replace),Remove and Replace,1.08,1.08
NO,Model S,1,21261002,Dock Connector - Telephone-USB - Center Console (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,21300102,Antenna - AM/FM/RKE (Remove & Replace),Remove and Replace,3.12,3.12
NO,Model S,1,21300202,Antenna - FM2  (Remove & Replace),Remove and Replace,3.12,3.12
NO,Model S,1,21300602,Antenna Amplifier - AM/FM/RKE (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,21300702,Antenna Amplifier - FM2 (NA) (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,21301002,RF Filter - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,21301102,RF Filter - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,21310102,Antenna - Satellite Radio - Liftgate-Mounted (Remove & Replace),Remove and Replace,1.92,1.92
NO,Model S,1,21320102,Antenna - GPS  (Remove & Replace),Remove and Replace,1.44,1.44
NO,Model S,1,21330102,Antenna - WiFi (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,21350102,Antenna - GSM - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,21350202,Antenna - GSM - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,24100110,Panoramic Roof - Adjust,Test/Adjust,0.15,0.15
NO,Model S,1,24101102,Fixed Glass - Panoramic Roof - 1st Generation (Remove & Replace) (Requires Urethane and Primer),Remove and Replace,1.38,1.38
NO,Model S,1,24101202,Fixed Glass - Panoramic Roof - 2nd Generation (Remove & Replace) (Requires Urethane and Primer),Remove and Replace,1.14,1.14
NO,Model S,1,24102802,Cam Block - Panoramic Roof - Rear - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,24102902,Cam Block - Panoramic Roof - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,24103002,Motor - Sunroof - LH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,24103102,Motor - Sunroof - RH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,24103802,Motor Block - Sunroof - LH (Remove & Replace),Remove and Replace,4.32,4.32
NO,Model S,1,24103902,Motor Block - Sunroof - RH (Remove & Replace),Remove and Replace,4.32,4.32
NO,Model S,1,24104001,Drive Cable - Panoramic Roof - 2nd Generation - LH,Remove and Install,0.96,0.96
NO,Model S,1,24104002,Drive Cable - Panoramic Roof - 2nd Generation - LH,Remove and Replace,0.96,0.96
NO,Model S,1,24104011,Drive Cable - Panoramic Roof - 1st Generation - LH,Remove and Install,1.68,1.68
NO,Model S,1,24104012,Drive Cable - Panoramic Roof - 1st Generation - LH,Remove and Replace,1.68,1.68
NO,Model S,1,24104201,Drive Cable - Panoramic Roof - 2nd Generation - RH,Remove and Install,0.66,0.66
NO,Model S,1,24104202,Drive Cable - Panoramic Roof - 2nd Generation - RH,Remove and Replace,0.66,0.66
NO,Model S,1,24104211,Drive Cable - Panoramic Roof - 1st Generation - RH,Remove and Install,1.5,1.5
NO,Model S,1,24104212,Drive Cable - Panoramic Roof - 1st Generation - RH,Remove and Replace,1.5,1.5
NO,Model S,1,24106802,Cover - Panoramic Roof - Middle (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model S,1,24107202,Seal - Stop Bumper - Panoramic Roof - 1st Generation (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model S,1,24107402,Seal - Fixed Glass - Panoramic Roof - 2nd Generation (Remove & Replace),Remove and Replace,1.44,1.44
NO,Model S,1,24107502,Motor Block - Panoramic Roof - 2nd Generation - Both (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model S,1,24107512,Motor Block - Panoramic Roof - 1st Generation - Both (Remove & Replace),Remove and Replace,4.38,4.38
NO,Model S,1,24300006,Roof Rack - Fixed Glass (Retrofit),Retrofit,1.92,1.92
NO,Model S,1,24300102,Roof Rack Door - Rear- RH (Generation 2.1) (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model S,1,24300202,Roof Rack Door - Rear- RH (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model S,1,24302202,Roof Rack Door - Rear- LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,24302252,Roof Rack Door - Rear- LH (Generation 2.1) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,24302302,Roof Rack Door - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,24302352,Roof Rack Door - Rear - RH (Generation 2.1) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,30011102,Skidplate - Rear (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model S,1,31002300,Four Wheel Alignment Check and Adjust,Test/Adjust,1.32,1.32
NO,Model S,1,31030102,Knuckle - Suspension - Rear - LH (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model S,1,31030202,Knuckle - Suspension - Rear - RH (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model S,1,31030602,Hub - Rear - RH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model S,1,31030702,Hub - Rear - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model S,1,31031102,Control Arm Assembly - Rear - Lower - LH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model S,1,31031202,Control Arm Assembly - Rear - Lower - RH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model S,1,31033102,Stabilizer Bar - Rear (Remove & Replace),Remove and Replace,5.64,5.64
NO,Model S,1,31034106,Performance Suspension Retrofit - Commercial,Retrofit,8.0,8.0
YES,Model S,1,31039000,Suspension - Rear - Check Torque,Test/Adjust,0.84,0.84
NO,Model S,1,31100102,Module - Air Suspension - ECU (Remove & Replace),Remove and Replace,2.04,2.04
NO,Model S,1,31100112,Module - Air Suspension - ECU (Tesla) (LHD) (Remove & Replace),Remove and Replace,1.92,1.92
NO,Model S,1,31100202,Module - Air Suspension - ECU (RHD) (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,31100212,Module - Air Suspension - ECU (Tesla) (RHD) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model S,1,31101007,Compressor to E-Fuse Overlay (Rework),Modify,1.08,1.08
NO,Model S,1,31101008,Air Dryer - Tesla Air Suspension (Regenerate),Restore,0.15,0.15
NO,Model S,1,31102002,Compressor - Air Suspension - 1st Generation (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model S,1,31102102,Sensor - Ambient Air Temperature - Compressor (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model S,1,31102202,Valve Block - Air Suspension (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model S,1,31102302,Compressor - Air Suspension - 2nd Generation (Remove and Replace),Remove and Replace,0.6,0.6
NO,Model S,1,31102502,Reservoir - Air Suspension (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model S,1,31103202,Fill Valve - Air Suspension,Remove and Replace,0.06,0.06
NO,Model S,1,32010100,Lock To Lock-Angle Test,Test/Adjust,0.05,0.05
NO,Model S,1,32010302,Tie Rod End - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model S,1,32010602,Tie Rod End - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model S,1,33100102,ABS Modulator Assembly (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model S,1,33100702,Sensor - Wheel Speed - Rear - LH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model S,1,33100802,Sensor - Wheel Speed - Rear - RH (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model S,1,33172002,Vacuum Pump (Remove & Replace),Remove and Replace,0.36,0.36
YES,Model S,1,34010105,Tire Rotation,Maintenance,0.3,0.3
YES,Model S,1,34011302,Lug Nuts - Vehicle Set (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model S,1,34011402,Lug Nut Covers - Vehicle Set (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model S,1,34012402,Wheels - Axle Set (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model S,1,34012502,Wheel Sensor - TPMS - Rear - LH (Remove & Replace),Remove and Replace,0.3,0.3
